Time, gx1, gy1, gz1, gx2, gy2, gz2, ax1, ay1, az1, ax2, ay2, az2
41330, 0.39, 1.86, 231.33, 6.86, -0.47, -31.82, -0.72, -0.68, -0.02, 0.01, -1.02, 0.04, 
41338, -1.38, -5.68, 247.29, 7.20, -1.37, -36.21, -0.74, -0.72, -0.05, 0.01, -1.02, 0.05, 
41345, -1.23, -2.05, 265.06, 8.82, -1.98, -40.92, -0.74, -0.78, -0.00, 0.00, -1.03, 0.04, 
41353, -3.62, 5.85, 280.44, 9.61, -1.50, -46.29, -0.71, -0.85, 0.06, -0.01, -1.02, 0.04, 
41361, -5.22, 15.07, 286.68, 9.77, -1.84, -50.80, -0.68, -0.91, 0.00, -0.00, -1.04, 0.01, 
41368, -5.74, 23.46, 286.68, 7.59, 0.23, -55.42, -0.66, -0.94, 0.00, -0.02, -1.04, 0.02, 
41377, -3.40, 33.28, 286.68, 8.83, 2.51, -59.86, -0.62, -1.01, 0.02, -0.05, -1.02, 0.04, 
41385, -3.74, 49.21, 286.68, 11.82, 5.15, -63.24, -0.53, -1.08, 0.06, -0.08, -1.01, 0.16, 
41392, -2.98, 58.56, 286.68, 12.41, 6.13, -66.98, -0.38, -1.13, 0.00, -0.06, -1.01, 0.10, 
41401, 0.25, 49.95, 286.68, 12.95, 2.66, -69.17, -0.33, -1.21, 0.06, -0.10, -1.02, -0.00, 
41409, 2.28, 17.81, 286.68, 7.42, 0.84, -70.52, -0.25, -1.24, 0.06, -0.12, -1.01, 0.03, 
41416, 1.29, 2.13, 286.68, 6.37, -0.27, -70.29, -0.15, -1.27, 0.04, -0.13, -1.03, 0.04, 
41425, 1.68, -1.25, 286.68, 7.74, 0.29, -69.98, -0.09, -1.28, 0.08, -0.15, -1.02, 0.06, 
41433, 2.50, -0.48, 286.68, 10.49, 2.37, -68.36, 0.04, -1.28, 0.07, -0.16, -1.04, -0.03, 
41440, 2.63, 10.19, 286.68, 6.38, -0.39, -65.81, 0.19, -1.24, 0.05, -0.14, -1.01, 0.09, 
41448, 3.87, 11.37, 286.68, 6.85, 0.11, -60.72, 0.23, -1.19, 0.06, -0.24, -0.95, 0.07, 
41455, 7.25, 17.03, 286.68, 9.03, -16.02, -57.55, 0.46, -1.28, 0.15, -0.37, -1.10, 0.19, 
41464, 6.69, 4.21, 286.68, 9.64, 8.21, -51.68, 0.47, -1.10, -0.00, -0.25, -1.05, -0.03, 
41472, 7.60, -5.65, 286.68, 3.34, -3.64, -45.19, 0.47, -1.03, 0.05, -0.31, -0.96, 0.08, 
41479, 10.72, -0.46, 286.68, 1.89, -1.20, -38.17, 0.51, -0.99, 0.14, -0.30, -1.00, 0.02, 
41487, 8.54, 6.37, 286.68, 0.38, 2.62, -31.60, 0.58, -0.93, 0.09, -0.24, -1.02, 0.08, 
41495, 8.78, 5.19, 286.68, 2.05, 0.90, -24.57, 0.61, -0.88, 0.04, -0.25, -1.01, 0.05, 
41502, 12.15, 6.01, 279.40, 2.23, -0.67, -16.92, 0.64, -0.83, 0.15, -0.26, -1.05, -0.03, 
41511, 14.03, 6.29, 261.33, -2.26, -2.02, -8.49, 0.65, -0.78, 0.17, -0.25, -1.02, 0.02, 
41518, 13.87, 0.85, 245.39, -2.26, 2.22, -1.93, 0.64, -0.75, 0.10, -0.25, -1.01, 0.07, 
41525, 13.35, 6.52, 229.08, 0.30, 4.73, 4.63, 0.62, -0.71, 0.02, -0.24, -1.00, 0.04, 
41534, 16.10, 24.64, 212.76, -0.16, 4.25, 11.76, 0.66, -0.69, 0.05, -0.24, -1.02, 0.01, 
41541, 16.63, 16.22, 193.95, -2.14, 4.33, 19.69, 0.69, -0.67, 0.04, -0.24, -1.01, 0.02, 
41549, 13.96, 1.00, 177.50, -4.09, 5.71, 26.09, 0.66, -0.64, -0.01, -0.22, -0.99, 0.10, 
41557, 17.34, 11.79, 160.55, 0.10, 4.86, 32.37, 0.61, -0.64, 0.04, -0.21, -1.04, -0.01, 
41564, 17.60, 27.53, 143.94, 0.86, 4.09, 38.53, 0.80, -0.64, 0.02, -0.20, -1.02, 0.01, 
41573, 11.73, 0.58, 124.40, 1.77, 3.85, 45.19, 0.67, -0.61, -0.08, -0.21, -1.03, 0.05, 
41580, 14.25, -4.91, 107.21, -1.93, 4.16, 50.93, 0.69, -0.64, -0.06, -0.19, -1.03, 0.02, 
41587, 13.21, -8.00, 90.15, -3.63, 2.73, 56.29, 0.67, -0.64, 0.01, -0.19, -1.03, 0.08, 
41596, 8.42, -2.59, 72.81, -3.44, 3.78, 61.92, 0.69, -0.63, -0.06, -0.20, -1.02, 0.04, 
41604, 8.13, -2.88, 53.57, -2.26, 10.02, 67.03, 0.68, -0.64, -0.07, -0.16, -1.01, 0.07, 
41611, 8.30, -2.16, 36.47, 2.55, 8.99, 72.13, 0.67, -0.66, -0.01, -0.16, -1.01, 0.04, 
41619, 3.93, -2.07, 19.59, 2.45, 6.30, 77.21, 0.67, -0.66, -0.06, -0.13, -1.01, 0.05, 
41627, 2.36, -3.01, 2.70, 3.37, 2.14, 81.82, 0.67, -0.68, -0.10, -0.14, -1.02, 0.05, 
41633, 2.44, -1.87, -14.12, 2.14, 6.04, 86.35, 0.66, -0.71, -0.04, -0.12, -1.02, 0.06, 
41642, -1.46, 1.97, -32.94, 2.93, 8.23, 90.49, 0.67, -0.73, -0.06, -0.10, -1.01, 0.07, 
41649, -4.26, 2.68, -49.57, 4.39, 6.95, 95.17, 0.68, -0.75, -0.09, -0.09, -1.02, 0.05, 
41658, -5.08, -1.33, -65.99, 5.51, 3.91, 99.52, 0.67, -0.79, -0.07, -0.09, -1.03, 0.02, 
41665, -8.15, -3.12, -82.18, 5.50, 4.45, 103.49, 0.66, -0.82, -0.06, -0.10, -1.01, 0.04, 
41672, -10.79, -4.98, -100.00, 5.11, 8.66, 107.16, 0.66, -0.84, -0.05, -0.05, -1.01, 0.00, 
41681, -12.48, -14.82, -115.79, 6.60, 9.93, 110.35, 0.53, -0.96, -0.01, -0.03, -1.00, 0.03, 
41690, -13.41, -6.30, -132.40, 6.38, 5.71, 114.88, 0.65, -0.91, -0.07, -0.01, -1.00, 0.05, 
41697, -15.24, 12.68, -146.83, 8.65, 2.14, 118.33, 0.62, -0.99, -0.09, -0.01, -1.00, 0.06, 
41706, -16.37, -13.34, -162.33, 10.61, 4.82, 121.00, 0.57, -1.01, -0.04, -0.01, -1.00, 0.05, 
41714, -19.83, -33.35, -177.75, 11.88, 11.31, 124.00, 0.60, -1.08, -0.18, 0.08, -1.03, 0.00, 
41721, -15.57, -44.17, -189.54, 9.70, 2.11, 126.92, 0.47, -1.10, -0.00, 0.07, -1.02, 0.05, 
41730, -16.65, -62.10, -203.04, 8.65, 4.18, 128.56, 0.41, -1.14, 0.07, 0.10, -1.03, 0.03, 
41738, -18.73, -54.68, -212.92, 10.94, 0.05, 130.18, 0.15, -1.20, -0.17, 0.12, -1.01, 0.02, 
41745, -9.47, 1.09, -221.82, 14.88, -8.58, 131.11, 0.25, -1.21, 0.12, 0.12, -1.00, 0.01, 
41754, -13.17, 17.20, -228.35, 13.42, 9.51, 130.03, 0.18, -1.27, -0.03, 0.14, -0.98, 0.01, 
41762, -14.25, 18.10, -233.72, 10.94, 8.16, 128.23, 0.13, -1.22, -0.04, 0.19, -1.02, 0.02, 
41769, -5.29, 2.18, -236.71, 9.63, 8.37, 126.64, 0.00, -1.27, 0.15, 0.20, -0.99, 0.03, 
41778, -8.63, -3.49, -237.62, 6.69, 5.36, 124.50, 0.04, -1.28, 0.19, 0.27, -0.96, 0.06, 
41786, -10.11, -26.93, -236.70, 7.21, -5.97, 121.43, -0.15, -1.18, 0.07, 0.22, -1.00, -0.02, 
41793, -2.01, -31.65, -233.94, 8.53, -3.08, 116.67, -0.27, -1.18, 0.17, 0.24, -0.97, 0.11, 
41802, -0.62, -39.00, -229.22, 6.62, 3.06, 111.51, -0.31, -1.17, 0.18, 0.28, -0.95, 0.05, 
41810, 0.52, -38.93, -223.11, 4.17, 3.14, 104.64, -0.52, -1.08, 0.10, 0.32, -0.99, 0.01, 
41817, 5.63, -19.15, -214.12, 4.45, 2.63, 98.51, -0.45, -1.04, 0.16, 0.32, -0.97, 0.01, 
41826, 5.44, -1.24, -205.22, 2.58, 4.66, 91.65, -0.44, -0.98, 0.07, 0.34, -0.96, 0.02, 
41834, 10.39, -2.30, -195.59, 3.90, 5.36, 84.43, -0.47, -0.94, 0.11, 0.35, -0.96, 0.01, 
41841, 12.69, -12.95, -183.55, 2.43, 4.61, 76.21, -0.49, -0.90, 0.14, 0.36, -0.97, -0.01, 
41849, 8.87, -31.04, -172.30, -0.23, 2.88, 69.11, -0.51, -0.85, 0.03, 0.36, -0.96, 0.03, 
41857, 14.18, -29.33, -158.23, -1.04, 2.09, 60.17, -0.58, -0.79, 0.03, 0.34, -0.95, 0.08, 
41864, 15.92, -20.63, -146.46, 1.60, 3.96, 52.11, -0.56, -0.80, 0.07, 0.40, -0.98, -0.05, 
41873, 13.34, -24.58, -133.85, 0.45, 2.98, 41.01, -0.61, -0.73, 0.02, 0.39, -0.98, 0.00, 
41880, 16.05, -5.38, -118.87, 0.36, 3.03, 33.88, -0.57, -0.75, 0.05, 0.39, -0.96, 0.04, 
41889, 14.71, 5.05, -105.88, 0.32, 4.74, 25.05, -0.59, -0.71, -0.05, 0.40, -0.96, 0.02, 
41897, 13.60, 10.94, -92.68, 0.25, 4.62, 17.10, -0.59, -0.69, -0.03, 0.40, -0.95, 0.02, 
41904, 15.55, 7.32, -77.86, 1.10, 2.01, 7.98, -0.56, -0.68, 0.04, 0.39, -0.95, 0.04, 
41912, 13.41, -0.23, -64.64, 1.50, 0.47, 0.26, -0.61, -0.69, -0.00, 0.40, -0.96, 0.00, 
41920, 8.34, 4.40, -51.27, -0.07, 0.58, -8.10, -0.60, -0.66, -0.07, 0.39, -0.95, 0.04, 
41927, 11.08, 9.76, -38.04, 0.19, 3.55, -16.38, -0.60, -0.68, -0.03, 0.41, -0.95, 0.03, 
41936, 10.22, 12.86, -22.58, 0.33, 4.39, -25.93, -0.56, -0.69, 0.03, 0.41, -0.96, 0.01, 
41943, 4.94, 4.79, -9.49, -0.04, 4.78, -33.49, -0.59, -0.69, -0.04, 0.40, -0.96, 0.04, 
41950, 4.90, 1.11, 3.75, 1.59, 0.32, -41.34, -0.60, -0.70, -0.04, 0.38, -0.96, 0.02, 
41959, 3.86, 1.70, 17.04, 2.19, -0.14, -49.02, -0.58, -0.72, -0.01, 0.38, -0.96, 0.03, 
41966, 0.64, 0.67, 30.38, 1.93, 0.67, -56.82, -0.59, -0.73, -0.05, 0.37, -0.95, 0.03, 
41973, 1.00, -0.29, 43.21, 3.20, -2.66, -66.18, -0.58, -0.76, -0.00, 0.35, -0.96, 0.04, 
41982, -1.01, -6.30, 57.89, 3.03, -3.33, -72.13, -0.57, -0.79, 0.00, 0.33, -0.96, 0.02, 
41989, -4.82, -7.52, 70.65, 3.16, -1.53, -79.65, -0.59, -0.82, -0.06, 0.34, -0.97, 0.03, 
41997, -4.12, -3.33, 83.12, 3.11, -0.76, -89.49, -0.57, -0.87, -0.02, 0.32, -0.97, 0.03, 
42005, -4.08, 0.89, 97.11, 2.85, -1.64, -95.27, -0.59, -0.90, 0.02, 0.33, -0.98, 0.02, 
42012, -6.15, 2.90, 109.03, 3.76, -3.47, -101.46, -0.52, -0.95, 0.01, 0.30, -0.99, 0.03, 
42021, -8.38, 3.98, 120.29, 3.90, -2.64, -108.47, -0.53, -0.98, -0.04, 0.26, -0.99, 0.00, 
42029, -7.11, 20.03, 132.40, 5.10, -1.77, -115.69, -0.52, -1.02, -0.04, 0.26, -0.99, 0.03, 
42036, -5.70, 33.51, 142.57, 5.60, -1.22, -121.60, -0.44, -1.11, 0.03, 0.25, -1.00, 0.01, 
42045, -7.03, 36.79, 152.84, 6.68, -2.60, -127.60, -0.46, -1.12, -0.01, 0.20, -0.98, 0.04, 
42053, -5.75, 46.41, 160.96, 5.22, -3.57, -132.25, -0.35, -1.16, 0.05, 0.20, -0.98, 0.05, 
42060, -2.35, 45.43, 168.80, 5.38, -2.65, -137.34, -0.26, -1.23, 0.08, 0.19, -1.00, 0.03, 
42069, -2.30, 41.29, 174.02, 4.83, -2.15, -140.89, -0.23, -1.23, 0.07, 0.16, -1.00, 0.02, 
42077, -2.63, 31.71, 178.42, 3.07, -2.30, -144.00, -0.05, -1.26, 0.06, 0.11, -0.98, 0.06, 
42084, 0.89, 4.04, 180.30, 4.25, -2.59, -146.43, -0.12, -1.31, 0.08, 0.09, -1.00, 0.02, 
42093, 1.62, 1.87, 180.90, 2.69, -4.20, -147.42, 0.01, -1.30, 0.10, 0.04, -1.01, 0.02, 
42101, 1.41, -0.60, 179.31, 2.04, -2.58, -148.66, 0.06, -1.30, 0.06, 0.04, -1.01, 0.03, 
42107, 2.72, 8.98, 176.32, 2.56, -2.42, -148.69, 0.14, -1.28, 0.04, 0.03, -1.01, 0.01, 
42116, 6.01, 14.27, 171.77, 1.89, -1.89, -147.80, 0.22, -1.26, 0.09, 0.01, -1.02, 0.01, 
42123, 6.59, 13.33, 165.51, -0.21, -2.33, -145.68, 0.29, -1.24, 0.10, -0.05, -1.02, 0.02, 
42132, 7.06, 10.05, 156.42, -0.73, -0.59, -143.19, 0.35, -1.20, 0.07, -0.05, -1.00, 0.07, 
42140, 8.83, 9.02, 147.28, 0.23, -1.15, -140.44, 0.39, -1.17, 0.07, -0.11, -1.01, 0.06, 
42147, 9.73, 11.99, 135.28, 0.32, -1.77, -136.31, 0.44, -1.13, 0.10, -0.13, -1.00, 0.05, 
42156, 11.33, 13.03, 124.15, -0.32, -2.18, -132.27, 0.50, -1.08, 0.10, -0.12, -1.01, 0.05, 
42164, 11.17, 7.25, 109.85, -1.03, -1.47, -127.44, 0.52, -1.03, 0.06, -0.15, -1.02, 0.02, 
42171, 11.50, 3.72, 96.65, -2.61, -1.13, -122.68, 0.54, -0.98, 0.04, -0.17, -1.00, 0.03, 
42180, 12.85, 3.12, 80.93, -2.89, -0.44, -117.03, 0.56, -0.97, 0.11, -0.19, -0.99, 0.09, 
42188, 8.19, 3.70, 67.26, -2.98, -1.56, -111.53, 0.56, -0.91, -0.03, -0.22, -0.96, 0.17, 
42194, 11.98, 12.36, 52.82, -0.60, -1.12, -106.23, 0.58, -0.88, -0.03, -0.19, -1.01, 0.08, 
42203, 13.13, 7.64, 36.23, -0.48, -0.35, -99.92, 0.60, -0.86, 0.05, -0.22, -0.99, 0.06, 
42211, 6.81, -0.32, 21.54, 0.29, -1.21, -94.16, 0.59, -0.82, -0.05, -0.24, -0.99, 0.07, 
42218, 8.39, 2.41, 6.58, 1.39, -0.81, -88.03, 0.60, -0.80, -0.02, -0.26, -1.02, 0.02, 
42227, 9.15, -0.49, -10.37, 1.43, -0.86, -80.83, 0.59, -0.79, 0.02, -0.28, -1.01, 0.02, 
42235, 4.85, 1.37, -25.32, 1.30, -1.02, -74.74, 0.59, -0.77, -0.02, -0.28, -1.00, 0.05, 
42241, 3.68, 2.81, -40.43, 1.07, -0.31, -68.03, 0.60, -0.76, -0.05, -0.30, -1.00, 0.06, 
42250, 3.90, 2.42, -55.20, 1.84, 0.39, -61.86, 0.59, -0.76, -0.01, -0.31, -1.00, 0.06, 
42258, 1.21, 2.08, -72.31, 2.03, 0.37, -54.32, 0.59, -0.75, -0.03, -0.32, -1.00, 0.06, 
42265, -0.36, 1.97, -86.79, 2.65, 0.07, -47.36, 0.58, -0.75, -0.04, -0.32, -1.00, 0.06, 
42273, -0.86, 1.90, -101.20, 3.38, 0.32, -40.88, 0.57, -0.75, -0.02, -0.33, -1.00, 0.04, 
42280, -2.97, 2.28, -117.87, 3.31, 0.60, -32.93, 0.57, -0.76, -0.03, -0.34, -1.00, 0.06, 
42289, -4.07, 3.70, -131.44, 3.51, 0.87, -25.63, 0.56, -0.77, -0.03, -0.34, -1.00, 0.04, 
42297, -5.27, 2.09, -145.22, 4.04, 1.08, -18.49, 0.55, -0.79, -0.00, -0.34, -1.00, 0.05, 
42304, -6.69, 1.03, -160.76, 4.78, 1.08, -10.47, 0.54, -0.81, -0.01, -0.34, -1.00, 0.05, 
42313, -7.92, -2.93, -173.95, 5.88, 1.21, -3.29, 0.53, -0.83, -0.00, -0.34, -1.00, 0.05, 
42321, -8.37, -8.56, -186.66, 6.80, 1.43, 5.79, 0.53, -0.85, 0.04, -0.34, -0.99, 0.06, 
42328, -9.50, -19.58, -200.60, 7.52, 1.57, 11.82, 0.48, -0.89, 0.03, -0.32, -1.00, 0.03, 
42336, -7.39, -16.91, -211.99, 6.78, 2.14, 18.76, 0.47, -0.93, 0.06, -0.33, -1.00, 0.02, 
42344, -8.02, -7.01, -223.05, 6.18, 3.18, 25.42, 0.42, -0.96, 0.11, -0.33, -1.00, 0.04, 
42351, -8.72, -3.82, -234.78, 5.74, 3.40, 32.78, 0.41, -0.99, 0.04, -0.32, -1.00, 0.04, 
42360, -8.70, -18.17, -244.27, 6.34, 3.16, 38.95, 0.39, -1.02, 0.01, -0.32, -1.00, 0.05, 
42368, -7.13, -38.68, -252.77, 6.70, 3.53, 45.33, 0.32, -1.06, 0.01, -0.30, -1.01, 0.04, 
42375, -4.98, -40.83, -261.38, 6.97, 2.47, 51.55, 0.17, -1.10, 0.03, -0.29, -1.00, 0.03, 
42384, -3.25, -4.20, -267.15, 6.62, 2.31, 56.84, 0.17, -1.13, 0.05, -0.28, -1.01, 0.01, 
42391, -3.52, -1.07, -271.70, 6.09, 4.59, 61.00, 0.10, -1.15, 0.03, -0.28, -1.01, 0.04, 
42398, -1.05, 0.44, -275.22, 5.27, 6.94, 65.36, 0.03, -1.16, 0.07, -0.26, -1.01, 0.05, 
42407, -0.01, -2.79, -276.50, 5.49, 4.75, 69.01, -0.03, -1.18, 0.10, -0.24, -1.02, 0.03, 
42414, 0.07, -10.76, -276.25, 5.07, 0.74, 71.75, -0.12, -1.16, 0.07, -0.24, -1.02, 0.01, 
42423, 1.89, -15.48, -273.97, 4.51, 2.55, 73.81, -0.21, -1.16, 0.08, -0.20, -1.02, 0.04, 
42431, 4.14, -16.22, -270.14, 3.99, 4.12, 74.54, -0.31, -1.13, 0.10, -0.16, -0.99, 0.10, 
42438, 4.20, -2.49, -264.60, 6.11, 3.11, 74.87, -0.33, -1.10, 0.07, -0.19, -1.03, 0.01, 
42446, 6.13, -2.71, -256.53, 3.20, 4.66, 74.69, -0.38, -1.06, 0.06, -0.16, -1.05, -0.09, 
42454, 8.16, -13.45, -248.12, 1.37, 2.98, 74.21, -0.43, -1.03, 0.09, -0.16, -1.01, 0.01, 
42461, 7.74, -28.79, -238.26, 2.20, 3.47, 72.84, -0.49, -0.99, 0.05, -0.16, -1.06, -0.02, 
42470, 10.96, -29.90, -225.87, 1.72, 2.32, 71.40, -0.52, -0.95, 0.01, -0.14, -1.02, 0.05, 
42478, 12.19, -26.00, -214.17, 3.25, 3.03, 67.23, -0.55, -0.90, 0.05, -0.09, -1.01, 0.05, 
42485, 12.50, -27.03, -199.92, 3.31, 4.15, 66.70, -0.67, -0.83, -0.00, -0.12, -1.04, -0.02, 
42494, 9.75, 5.69, -186.52, -0.04, 4.89, 63.90, -0.64, -0.82, -0.11, -0.10, -1.02, 0.05, 
42502, 13.98, 7.83, -170.74, -2.23, 4.91, 61.00, -0.63, -0.77, -0.01, -0.10, -1.02, 0.07, 
42509, 14.32, 11.07, -156.23, -0.16, 5.80, 58.36, -0.70, -0.78, -0.02, -0.07, -1.01, 0.06, 
42518, 9.93, 5.75, -139.28, 1.99, 3.86, 55.06, -0.65, -0.73, -0.07, -0.06, -1.01, 0.06, 
42526, 10.25, -0.19, -124.39, 3.88, 3.17, 52.57, -0.66, -0.71, -0.03, -0.05, -1.03, 0.03, 
42533, 10.09, -5.30, -106.92, 3.28, 3.61, 49.15, -0.72, -0.70, -0.02, -0.04, -1.03, 0.02, 
42542, 6.17, 3.06, -91.53, 1.56, 3.31, 46.18, -0.67, -0.66, -0.06, -0.04, -1.02, 0.05, 
42550, 8.30, 1.15, -75.95, 2.14, 4.42, 43.05, -0.70, -0.65, -0.01, -0.03, -1.02, 0.04, 
42557, 7.70, 4.37, -60.32, 2.14, 4.30, 39.75, -0.67, -0.65, 0.03, -0.05, -1.02, 0.05, 
42565, 3.45, 0.17, -42.39, 3.68, 0.11, 37.20, -0.68, -0.63, -0.03, -0.03, -1.03, 0.03, 
42572, 2.61, -3.45, -26.50, 3.99, 1.92, 34.44, -0.70, -0.62, -0.05, -0.02, -1.03, 0.03, 
42581, 3.16, -0.67, -10.66, 4.03, 1.83, 31.39, -0.69, -0.63, -0.01, -0.02, -1.03, 0.03, 
42589, 0.35, -0.90, 5.23, 3.26, 2.63, 27.94, -0.69, -0.62, -0.03, -0.02, -1.03, 0.04, 
42595, -0.91, 0.00, 23.58, 3.95, 2.51, 24.74, -0.69, -0.62, -0.02, -0.02, -1.03, 0.04, 
42604, -1.58, -0.68, 39.22, 4.47, 1.78, 21.31, -0.68, -0.62, 0.00, -0.01, -1.03, 0.04, 
42612, -3.42, -3.05, 55.03, 4.80, 1.58, 18.42, -0.69, -0.62, -0.01, -0.01, -1.03, 0.04, 
42618, -4.40, -3.68, 70.84, 4.87, 0.82, 15.16, -0.69, -0.63, -0.01, -0.01, -1.03, 0.04, 
42627, -5.05, -3.88, 88.62, 4.42, 1.25, 11.61, -0.68, -0.64, 0.01, -0.01, -1.03, 0.04, 
42635, -6.24, -5.09, 104.14, 4.73, 1.93, 7.67, -0.69, -0.65, 0.01, -0.01, -1.03, 0.04, 
42642, -7.77, -5.53, 119.16, 4.79, 1.71, 4.42, -0.70, -0.66, 0.02, -0.01, -1.03, 0.04, 
42650, -8.04, -1.93, 134.57, 4.86, 1.22, 1.16, -0.64, -0.68, 0.04, -0.00, -1.04, 0.05, 
42658, -7.76, -4.45, 149.42, 5.72, 1.18, -2.63, -0.65, -0.71, 0.06, -0.00, -1.03, 0.03, 
42665, -8.29, -0.63, 166.34, 5.73, 0.57, -6.55, -0.68, -0.74, 0.05, -0.00, -1.03, 0.03, 
42674, -10.10, 4.75, 180.58, 5.52, 0.58, -10.03, -0.63, -0.76, 0.07, -0.02, -1.01, 0.04, 
42681, -8.19, 3.90, 195.03, 5.96, 0.52, -13.73, -0.64, -0.78, 0.06, -0.00, -1.02, 0.04, 
42689, -9.09, 10.61, 210.49, 5.23, 0.85, -18.06, -0.63, -0.83, 0.05, -0.02, -1.03, 0.02, 
42697, -9.23, 13.07, 223.48, 4.04, 1.63, -21.60, -0.59, -0.85, 0.02, -0.02, -1.03, 0.04, 
42704, -7.60, 14.70, 236.19, 4.37, 1.56, -25.58, -0.59, -0.91, 0.05, -0.02, -1.03, 0.04, 
42713, -7.28, 24.32, 249.94, 5.11, 0.48, -28.80, -0.55, -0.94, 0.08, -0.02, -1.03, 0.03, 
42721, -6.64, 33.06, 261.14, 4.71, 0.32, -31.77, -0.52, -0.97, 0.08, -0.03, -1.03, 0.04, 
42728, -4.22, 41.16, 272.56, 4.86, 0.67, -35.16, -0.48, -1.03, 0.06, -0.05, -1.03, 0.02, 
42737, -1.68, 47.21, 281.78, 4.06, 1.37, -37.75, -0.40, -1.06, 0.07, -0.04, -1.04, 0.02, 
42745, -0.12, 45.70, 286.68, 3.26, 1.72, -39.67, -0.34, -1.10, 0.07, -0.06, -1.02, 0.03, 
42752, 1.02, 43.08, 286.68, 2.84, 0.40, -41.34, -0.31, -1.15, 0.04, -0.07, -1.03, 0.05, 
42761, 4.99, 19.72, 286.68, 3.68, 1.22, -42.32, -0.17, -1.18, 0.03, -0.08, -1.03, 0.03, 
42768, 4.45, 5.02, 286.68, 3.08, 0.52, -42.28, -0.13, -1.19, 0.05, -0.09, -1.04, 0.02, 
42775, 3.21, 2.51, 286.68, 2.31, 0.01, -41.83, -0.07, -1.18, 0.01, -0.09, -1.03, 0.04, 
42784, 5.51, 5.64, 286.68, 2.58, 0.69, -41.00, 0.00, -1.18, 0.06, -0.12, -1.03, 0.03, 
42790, 7.26, 15.30, 286.68, 1.50, 1.67, -39.31, 0.10, -1.18, 0.09, -0.13, -1.03, 0.03, 
42799, 7.16, 16.71, 286.68, 0.44, 2.49, -36.93, 0.19, -1.16, 0.06, -0.13, -1.04, 0.04, 
42807, 7.93, 10.49, 286.68, 0.84, 1.52, -33.71, 0.25, -1.12, 0.04, -0.14, -1.02, 0.04, 
42814, 9.11, 7.78, 286.68, 1.44, 1.09, -29.54, 0.29, -1.10, 0.04, -0.15, -1.02, 0.04, 
42822, 9.58, 9.70, 281.03, 1.86, 1.04, -25.59, 0.40, -1.05, 0.09, -0.16, -1.03, 0.04, 
42830, 10.41, 9.85, 271.73, 1.37, 2.19, -21.15, 0.41, -1.02, 0.06, -0.17, -1.03, 0.03, 
42837, 10.21, 6.62, 261.53, 0.38, 2.08, -16.21, 0.44, -0.99, 0.01, -0.17, -1.02, 0.03, 
42845, 10.30, 2.51, 250.64, -0.52, 2.29, -11.09, 0.47, -0.95, 0.01, -0.17, -1.02, 0.05, 
42853, 10.08, 1.73, 236.09, 0.48, 2.44, -5.01, 0.48, -0.91, -0.00, -0.17, -1.02, 0.06, 
42860, 11.11, 5.97, 224.05, 2.38, 2.87, -0.23, 0.51, -0.89, 0.02, -0.17, -1.02, 0.05, 
42868, 10.64, 8.45, 211.08, 3.90, 3.00, 5.05, 0.53, -0.87, 0.01, -0.18, -1.04, 0.02, 
42875, 8.24, 4.59, 197.59, 2.24, 2.49, 10.75, 0.56, -0.84, -0.04, -0.17, -1.02, 0.05, 
42884, 8.81, -0.05, 183.88, 2.68, 2.20, 16.17, 0.56, -0.81, -0.03, -0.17, -1.02, 0.05, 
42891, 9.07, 0.41, 169.67, 3.06, 2.80, 21.61, 0.56, -0.81, 0.02, -0.16, -1.03, 0.04, 
42898, 6.55, 2.78, 155.30, 3.58, 2.95, 26.34, 0.58, -0.79, -0.05, -0.17, -1.04, 0.03, 
42907, 6.41, 2.98, 140.96, 2.81, 4.66, 32.17, 0.58, -0.78, -0.04, -0.17, -1.03, 0.03, 
42914, 6.62, 4.01, 123.96, 3.40, 3.93, 37.21, 0.58, -0.77, 0.00, -0.15, -1.03, 0.03, 
42921, 5.48, 6.92, 109.19, 3.17, 4.10, 42.06, 0.58, -0.76, -0.01, -0.14, -1.02, 0.06, 
42929, 4.13, 10.56, 94.46, 4.20, 4.05, 46.46, 0.59, -0.76, -0.02, -0.13, -1.03, 0.04, 
42936, 3.67, 14.59, 79.63, 5.08, 3.96, 50.88, 0.60, -0.76, -0.01, -0.13, -1.02, 0.04, 
42945, 2.98, 14.83, 64.70, 4.41, 3.80, 55.43, 0.62, -0.76, -0.00, -0.12, -1.03, 0.04, 
42952, 1.45, 7.63, 49.69, 4.51, 3.62, 59.61, 0.59, -0.76, -0.02, -0.11, -1.02, 0.06, 
42959, 0.95, 0.34, 34.80, 5.50, 3.67, 63.79, 0.59, -0.77, -0.00, -0.11, -1.02, 0.04, 
42967, 0.53, 0.43, 20.12, 5.95, 3.12, 67.66, 0.58, -0.79, 0.01, -0.08, -1.02, 0.04, 
42975, -1.31, 0.03, 5.54, 5.49, 3.68, 71.60, 0.58, -0.80, -0.00, -0.09, -1.02, 0.04, 
42982, -1.80, 0.59, -9.07, 5.51, 4.03, 74.96, 0.57, -0.82, -0.03, -0.07, -1.02, 0.05, 
42990, -1.62, -0.20, -23.52, 6.06, 4.20, 79.05, 0.57, -0.83, -0.01, -0.05, -1.02, 0.04, 
42998, -1.30, 2.10, -39.64, 6.29, 4.25, 82.38, 0.56, -0.86, 0.01, -0.04, -1.02, 0.04, 
